ensembl_gene_id,druggability_tier,hgnc_names,chr_b37,start_b37,end_b37,strand,description,no_of_gwas_regions,small_mol_druggable,bio_druggable,adme_gene
ENSG00000152377,Tier 3B,SPOCK1,5,136310987,136934068,-1,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1 [Source:HGNC Symbol;Acc:11251]",0,N,Y,N
ENSG00000152558,Tier 3B,TMEM123,11,102267063,102341115,-1,transmembrane protein 123 [Source:HGNC Symbol;Acc:30138],0,N,Y,N
ENSG00000152583,Tier 3B,SPARCL1,4,88394487,88452213,-1,SPARC-like 1 (hevin) [Source:HGNC Symbol;Acc:11220],0,N,Y,N
ENSG00000152591,Tier 3B,DSPP,4,88529681,88538062,1,dentin sialophosphoprotein [Source:HGNC Symbol;Acc:3054],0,N,Y,N
ENSG00000152592,Tier 3B,DMP1,4,88571459,88585513,1,dentin matrix acidic phosphoprotein 1 [Source:HGNC Symbol;Acc:2932],0,N,Y,N
ENSG00000152705,Tier 3B,CATSPER3,5,134303596,134347392,1,"cation channel, sperm associated 3 [Source:HGNC Symbol;Acc:20819]",3,Y,N,N
ENSG00000153446,Tier 3B,C16orf89,16,5094123,5116111,-1,chromosome 16 open reading frame 89 [Source:HGNC Symbol;Acc:28687],0,N,Y,N
ENSG00000153898,Tier 3B,MCOLN2,1,85391268,85462796,-1,mucolipin 2 [Source:HGNC Symbol;Acc:13357],0,Y,N,N
ENSG00000153993,Tier 3B,SEMA3D,7,84624869,84816171,-1,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D [Source:HGNC Symbol;Acc:10726]",0,N,Y,N
ENSG00000154096,Tier 3B,THY1,11,119288090,119295695,-1,Thy-1 cell surface antigen [Source:HGNC Symbol;Acc:11801],0,N,Y,N
ENSG00000154165,Tier 3B,GPR15,3,98250743,98251960,1,G protein-coupled receptor 15 [Source:HGNC Symbol;Acc:4469],0,Y,Y,N
ENSG00000154175,Tier 3B,ABI3BP,3,100468000,100712359,-1,"ABI family, member 3 (NESH) binding protein [Source:HGNC Symbol;Acc:17265]",0,N,Y,N
ENSG00000154237,Tier 3B,LRRK1,15,101459420,101610317,1,leucine-rich repeat kinase 1 [Source:HGNC Symbol;Acc:18608],1,Y,N,N
ENSG00000154342,Tier 3B,WNT3A,1,228194752,228248961,1,"wingless-type MMTV integration site family, member 3A [Source:HGNC Symbol;Acc:15983]",0,N,Y,N
ENSG00000154358,Tier 3B,OBSCN,1,228395831,228566577,1,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF [Source:HGNC Symbol;Acc:15719]",0,Y,N,N
ENSG00000154478,Tier 3B,GPR26,10,125425871,125454123,1,G protein-coupled receptor 26 [Source:HGNC Symbol;Acc:4481],0,Y,N,N
ENSG00000154485,Tier 3B,MMP21,10,127455022,127464390,-1,matrix metallopeptidase 21 [Source:HGNC Symbol;Acc:14357],0,Y,N,N
ENSG00000154589,Tier 3B,LY96,8,74903587,74941322,1,lymphocyte antigen 96 [Source:HGNC Symbol;Acc:17156],0,N,Y,N
ENSG00000154611,Tier 3B,PSMA8,18,23713816,23773319,1,"proteasome (prosome, macropain) subunit, alpha type, 8 [Source:HGNC Symbol;Acc:22985]",0,Y,N,N
ENSG00000154639,Tier 3B,CXADR,21,18884700,18965897,1,coxsackie virus and adenovirus receptor [Source:HGNC Symbol;Acc:2559],0,N,Y,N
ENSG00000154975,Tier 3B,CA10,17,49707674,50237377,-1,carbonic anhydrase X [Source:HGNC Symbol;Acc:1369],0,Y,N,N
ENSG00000155016,Tier 3B,CYP2U1,4,108852525,108874613,1,"cytochrome P450, family 2, subfamily U, polypeptide 1 [Source:HGNC Symbol;Acc:20582]",0,Y,N,N
ENSG00000155269,Tier 3B,GPR78,4,8560452,8621486,1,G protein-coupled receptor 78 [Source:HGNC Symbol;Acc:4528],0,Y,N,N
ENSG00000155659,Tier 3B,VSIG4,X,65241580,65259967,-1,V-set and immunoglobulin domain containing 4 [Source:HGNC Symbol;Acc:17032],0,N,Y,N
ENSG00000155719,Tier 3B,OTOA,16,21689835,21772050,1,otoancorin [Source:HGNC Symbol;Acc:16378],0,N,Y,N
ENSG00000156097,Tier 3B,GPR61,1,110082494,110091028,1,G protein-coupled receptor 61 [Source:HGNC Symbol;Acc:13300],1,Y,Y,N
ENSG00000156234,Tier 3B,CXCL13,4,78432907,78532988,1,chemokine (C-X-C motif) ligand 13 [Source:HGNC Symbol;Acc:10639],0,N,Y,N
ENSG00000156298,Tier 3B,TSPAN7,X,38420623,38548169,1,tetraspanin 7 [Source:HGNC Symbol;Acc:11854],0,N,Y,N
ENSG00000156345,Tier 3B,CDK20,9,90581356,90589668,-1,cyclin-dependent kinase 20 [Source:HGNC Symbol;Acc:21420],0,Y,N,N
ENSG00000156466,Tier 3B,GDF6,8,97154562,97173020,-1,growth differentiation factor 6 [Source:HGNC Symbol;Acc:4221],0,N,Y,N
ENSG00000156486,Tier 3B,KCNS2,8,99439250,99445076,1,"potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2 [Source:HGNC Symbol;Acc:6301]",0,Y,N,N
ENSG00000156535,Tier 3B,CD109,6,74405508,74538040,1,CD109 molecule [Source:HGNC Symbol;Acc:21685],0,N,Y,N
ENSG00000156574,Tier 3B,NODAL,10,72192071,72207707,-1,nodal growth differentiation factor [Source:HGNC Symbol;Acc:7865],0,N,Y,N
ENSG00000156642,Tier 3B,NPTN,15,73852355,73926475,-1,neuroplastin [Source:HGNC Symbol;Acc:17867],0,N,Y,N
ENSG00000156970,Tier 3B,BUB1B,15,40453224,40513337,1,BUB1 mitotic checkpoint serine/threonine kinase B [Source:HGNC Symbol;Acc:1149],0,Y,N,N
ENSG00000156973,Tier 3B,PDE6D,2,232597135,232650982,-1,"phosphodiesterase 6D, cGMP-specific, rod, delta [Source:HGNC Symbol;Acc:8788]",0,Y,N,N
ENSG00000157119,Tier 3B,KLHL40,3,42727011,42734036,1,kelch-like family member 40 [Source:HGNC Symbol;Acc:30372],0,Y,N,N
ENSG00000157131,Tier 3B,C8A,1,57320479,57383894,1,"complement component 8, alpha polypeptide [Source:HGNC Symbol;Acc:1352]",0,N,Y,N
ENSG00000157150,Tier 3B,TIMP4,3,12194551,12200851,-1,TIMP metallopeptidase inhibitor 4 [Source:HGNC Symbol;Acc:11823],1,N,Y,N
ENSG00000157368,Tier 3B,IL34,16,70613798,70694585,1,interleukin 34 [Source:HGNC Symbol;Acc:28529],0,N,Y,N
ENSG00000157445,Tier 3B,CACNA2D3,3,54156574,55108584,1,"calcium channel, voltage-dependent, alpha 2/delta subunit 3 [Source:HGNC Symbol;Acc:15460]",0,Y,N,N
ENSG00000157703,Tier 3B,SVOPL,7,138279030,138386097,-1,SVOP-like [Source:HGNC Symbol;Acc:27034],0,Y,N,N
ENSG00000158292,Tier 3B,GPR153,1,6307406,6321035,-1,G protein-coupled receptor 153 [Source:HGNC Symbol;Acc:23618],3,Y,N,N
ENSG00000158445,Tier 3B,KCNB1,20,47980414,48099184,-1,"potassium voltage-gated channel, Shab-related subfamily, member 1 [Source:HGNC Symbol;Acc:6231]",0,Y,N,N
ENSG00000158458,Tier 3B,NRG2,5,139226364,139422884,-1,neuregulin 2 [Source:HGNC Symbol;Acc:7998],0,N,Y,N
ENSG00000158473,Tier 3B,CD1D,1,158149737,158154686,1,CD1d molecule [Source:HGNC Symbol;Acc:1637],0,N,Y,N
ENSG00000158477,Tier 3B,CD1A,1,158223927,158228059,1,CD1a molecule [Source:HGNC Symbol;Acc:1634],0,N,Y,N
ENSG00000158481,Tier 3B,CD1C,1,158259576,158263420,1,CD1c molecule [Source:HGNC Symbol;Acc:1636],0,N,Y,N
ENSG00000158485,Tier 3B,CD1B,1,158297741,158301321,-1,CD1b molecule [Source:HGNC Symbol;Acc:1635],0,N,Y,N
ENSG00000158488,Tier 3B,CD1E,1,158323254,158327343,1,CD1e molecule [Source:HGNC Symbol;Acc:1638],0,N,Y,N
ENSG00000158516,Tier 3B,CPA2,7,129906667,129929638,1,carboxypeptidase A2 (pancreatic) [Source:HGNC Symbol;Acc:2297],0,N,Y,N
ENSG00000158525,Tier 3B,CPA5,7,129984630,130008571,1,carboxypeptidase A5 [Source:HGNC Symbol;Acc:15722],0,N,Y,N
ENSG00000158747,Tier 3B,NBL1,1,19967048,19984945,1,"neuroblastoma 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:7650]",0,N,Y,N
ENSG00000158769,Tier 3B,F11R,1,160965001,160991138,-1,F11 receptor [Source:HGNC Symbol;Acc:14685],0,N,Y,N
ENSG00000158828,Tier 3B,PINK1,1,20959948,20978004,1,PTEN induced putative kinase 1 [Source:HGNC Symbol;Acc:14581],0,Y,N,N
ENSG00000158874,Tier 3B,APOA2,1,161192082,161193421,-1,apolipoprotein A-II [Source:HGNC Symbol;Acc:601],1,N,Y,N
ENSG00000159189,Tier 3B,C1QC,1,22970123,22974603,1,"complement component 1, q subcomponent, C chain [Source:HGNC Symbol;Acc:1245]",0,N,Y,N
ENSG00000159377,Tier 3B,PSMB4,1,151372010,151374420,1,"proteasome (prosome, macropain) subunit, beta type, 4 [Source:HGNC Symbol;Acc:9541]",1,Y,N,N
ENSG00000159398,Tier 3B,CES5A,16,55880066,55989943,-1,carboxylesterase 5A [Source:HGNC Symbol;Acc:26459],0,Y,Y,N
ENSG00000159527,Tier 3B,PGLYRP3,1,153270338,153283194,-1,peptidoglycan recognition protein 3 [Source:HGNC Symbol;Acc:30014],0,N,Y,N
ENSG00000159674,Tier 3B,SPON2,4,1160720,1202750,-1,"spondin 2, extracellular matrix protein [Source:HGNC Symbol;Acc:11253]",0,N,Y,N
ENSG00000159723,Tier 3B,AGRP,16,67516474,67517716,-1,agouti related protein homolog (mouse) [Source:HGNC Symbol;Acc:330],0,N,Y,N
ENSG00000159763,Tier 3B,PIP,7,142829170,142836839,1,prolactin-induced protein [Source:HGNC Symbol;Acc:8993],0,N,Y,N
ENSG00000159871,Tier 3B,LYPD5,19,44300081,44331358,-1,LY6/PLAUR domain containing 5 [Source:HGNC Symbol;Acc:26397],2,N,Y,N
ENSG00000159899,Tier 3B,NPR2,9,35792151,35809729,1,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B) [Source:HGNC Symbol;Acc:7944],0,Y,N,N
ENSG00000160097,Tier 3B,FNDC5,1,33327869,33338083,-1,fibronectin type III domain containing 5 [Source:HGNC Symbol;Acc:20240],0,N,Y,N
ENSG00000160339,Tier 3B,FCN2,9,137772654,137779924,1,ficolin (collagen/fibrinogen domain containing lectin) 2 [Source:HGNC Symbol;Acc:3624],0,N,Y,N
ENSG00000160404,Tier 3B,TOR2A,9,130493803,130497604,-1,"torsin family 2, member A [Source:HGNC Symbol;Acc:11996]",0,N,Y,N
ENSG00000160447,Tier 3B,PKN3,9,131464802,131483197,1,protein kinase N3 [Source:HGNC Symbol;Acc:17999],0,Y,N,N
ENSG00000160602,Tier 3B,NEK8,17,27052915,27070473,1,NIMA-related kinase 8 [Source:HGNC Symbol;Acc:13387],0,Y,N,N
ENSG00000160654,Tier 3B,CD3G,11,118215059,118225876,1,"CD3g molecule, gamma (CD3-TCR complex) [Source:HGNC Symbol;Acc:1675]",0,N,Y,N
ENSG00000160862,Tier 3B,AZGP1,7,99564343,99573780,-1,"alpha-2-glycoprotein 1, zinc-binding [Source:HGNC Symbol;Acc:910]",3,N,Y,N
ENSG00000161031,Tier 3B,PGLYRP2,19,15579456,15609767,-1,peptidoglycan recognition protein 2 [Source:HGNC Symbol;Acc:30013],0,N,Y,N
ENSG00000161055,Tier 3B,SCGB3A1,5,180017103,180018540,-1,"secretoglobin, family 3A, member 1 [Source:HGNC Symbol;Acc:18384]",0,N,Y,N
ENSG00000161572,Tier 3B,LYZL6,17,34261522,34270703,-1,lysozyme-like 6 [Source:HGNC Symbol;Acc:29614],0,N,Y,N
ENSG00000161573,Tier 3B,CCL16,17,34303529,34308532,-1,chemokine (C-C motif) ligand 16 [Source:HGNC Symbol;Acc:10614],0,N,Y,N
ENSG00000161574,Tier 3B,CCL15-CCL14,17,34310692,34328660,-1,CCL15-CCL14 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:44436],0,N,Y,N
ENSG00000161594,Tier 3B,KLHL10,17,39991937,40004636,1,kelch-like family member 10 [Source:HGNC Symbol;Acc:18829],0,Y,N,N
ENSG00000161610,Tier 3B,HCRT,17,40336078,40337470,-1,hypocretin (orexin) neuropeptide precursor [Source:HGNC Symbol;Acc:4847],0,N,Y,N
ENSG00000161618,Tier 3B,ALDH16A1,19,49956426,49974305,1,"aldehyde dehydrogenase 16 family, member A1 [Source:HGNC Symbol;Acc:28114]",3,Y,N,N
ENSG00000161640,Tier 3B,SIGLEC11,19,50452242,50464429,-1,sialic acid binding Ig-like lectin 11 [Source:HGNC Symbol;Acc:15622],0,N,Y,N
ENSG00000161671,Tier 3B,EMC10,19,50979657,50986608,1,ER membrane protein complex subunit 10 [Source:HGNC Symbol;Acc:27609],0,N,Y,N
ENSG00000161807,Tier 3B,OR7G1,19,9225274,9226439,-1,"olfactory receptor, family 7, subfamily G, member 1 [Source:HGNC Symbol;Acc:8465]",0,N,Y,N
ENSG00000162068,Tier 3B,NTN3,16,2521500,2524146,1,netrin 3 [Source:HGNC Symbol;Acc:8030],0,N,Y,N
ENSG00000162341,Tier 3B,TPCN2,11,68816365,68858072,1,two pore segment channel 2 [Source:HGNC Symbol;Acc:20820],1,Y,N,N
ENSG00000162344,Tier 3B,FGF19,11,69513000,69519410,-1,fibroblast growth factor 19 [Source:HGNC Symbol;Acc:3675],0,N,Y,N
ENSG00000162365,Tier 3B,CYP4A22,1,47603107,47615413,1,"cytochrome P450, family 4, subfamily A, polypeptide 22 [Source:HGNC Symbol;Acc:20575]",0,Y,N,N
ENSG00000162413,Tier 3B,KLHL21,1,6650784,6674667,-1,kelch-like family member 21 [Source:HGNC Symbol;Acc:29041],0,Y,N,N
ENSG00000162510,Tier 3B,MATN1,1,31184124,31196434,-1,"matrilin 1, cartilage matrix protein [Source:HGNC Symbol;Acc:6907]",0,N,Y,N
ENSG00000162526,Tier 3B,TSSK3,1,32817122,32829913,1,testis-specific serine kinase 3 [Source:HGNC Symbol;Acc:15473],0,Y,N,N
ENSG00000162604,Tier 3B,TM2D1,1,62146718,62191095,-1,TM2 domain containing 1 [Source:HGNC Symbol;Acc:24142],0,N,Y,N
ENSG00000162747,Tier 3B,FCGR3B,1,161592986,161601753,-1,"Fc fragment of IgG, low affinity IIIb, receptor (CD16b) [Source:HGNC Symbol;Acc:3620]",1,N,Y,N
ENSG00000162813,Tier 3B,BPNT1,1,220230824,220263804,-1,"3'(2'), 5'-bisphosphate nucleotidase 1 [Source:HGNC Symbol;Acc:1096]",0,Y,N,N
ENSG00000162896,Tier 3B,PIGR,1,207101863,207119811,-1,polymeric immunoglobulin receptor [Source:HGNC Symbol;Acc:8968],0,N,Y,N
ENSG00000162897,Tier 3B,FCAMR,1,207131310,207143970,-1,"Fc receptor, IgA, IgM, high affinity [Source:HGNC Symbol;Acc:24692]",0,N,Y,N
ENSG00000162975,Tier 3B,KCNF1,2,11052063,11054350,1,"potassium voltage-gated channel, subfamily F, member 1 [Source:HGNC Symbol;Acc:6246]",0,Y,N,N
ENSG00000162989,Tier 3B,KCNJ3,2,155554811,155714863,1,"potassium inwardly-rectifying channel, subfamily J, member 3 [Source:HGNC Symbol;Acc:6264]",0,Y,Y,N
ENSG00000163041,Tier 3B,H3F3A,1,226249552,226259702,1,"H3 histone, family 3A [Source:HGNC Symbol;Acc:4764]",0,N,Y,N
ENSG00000163170,Tier 3B,BOLA3,2,74362525,74375121,-1,bolA family member 3 [Source:HGNC Symbol;Acc:24415],0,N,Y,N
ENSG00000163218,Tier 3B,PGLYRP4,1,153302596,153321316,-1,peptidoglycan recognition protein 4 [Source:HGNC Symbol;Acc:30015],0,N,Y,N
ENSG00000163220,Tier 3B,S100A9,1,153330330,153333503,1,S100 calcium binding protein A9 [Source:HGNC Symbol;Acc:10499],0,N,Y,N
ENSG00000163221,Tier 3B,S100A12,1,153346184,153348125,-1,S100 calcium binding protein A12 [Source:HGNC Symbol;Acc:10489],0,N,Y,N
ENSG00000163283,Tier 3B,ALPP,2,233243244,233247599,1,"alkaline phosphatase, placental [Source:HGNC Symbol;Acc:439]",0,N,Y,N
ENSG00000163376,Tier 3B,KBTBD8,3,67048727,67061634,1,kelch repeat and BTB (POZ) domain containing 8 [Source:HGNC Symbol;Acc:30691],0,Y,N,N
ENSG00000163377,Tier 3B,FAM19A4,3,68780917,68981761,-1,"family with sequence similarity 19 (chemokine (C-C motif)-like), member A4 [Source:HGNC Symbol;Acc:21591]",0,N,Y,N
ENSG00000163382,Tier 3B,APOA1BP,1,156561554,156564091,1,apolipoprotein A-I binding protein [Source:HGNC Symbol;Acc:18453],0,N,Y,N
ENSG00000163421,Tier 3B,PROK2,3,71820807,71834357,-1,prokineticin 2 [Source:HGNC Symbol;Acc:18455],0,N,Y,N
ENSG00000163430,Tier 3B,FSTL1,3,120111140,120170100,-1,follistatin-like 1 [Source:HGNC Symbol;Acc:3972],0,N,Y,N
ENSG00000163453,Tier 3B,IGFBP7,4,57896939,57976551,-1,insulin-like growth factor binding protein 7 [Source:HGNC Symbol;Acc:5476],4,N,Y,N
ENSG00000163491,Tier 3B,NEK10,3,27151576,27410951,-1,NIMA-related kinase 10 [Source:HGNC Symbol;Acc:18592],6,Y,N,N
ENSG00000163515,Tier 3B,RETNLB,3,108462271,108476231,-1,resistin like beta [Source:HGNC Symbol;Acc:20388],0,N,Y,N
ENSG00000163518,Tier 3B,FCRL4,1,157543539,157567870,-1,Fc receptor-like 4 [Source:HGNC Symbol;Acc:18507],1,N,Y,N
ENSG00000163536,Tier 3B,SERPINI1,3,167453031,167543356,1,"serpin peptidase inhibitor, clade I (neuroserpin), member 1 [Source:HGNC Symbol;Acc:8943]",0,N,Y,N
ENSG00000163661,Tier 3B,PTX3,3,157154578,157161417,1,"pentraxin 3, long [Source:HGNC Symbol;Acc:9692]",0,N,Y,N
ENSG00000163701,Tier 3B,IL17RE,3,9944296,9958086,1,interleukin 17 receptor E [Source:HGNC Symbol;Acc:18439],0,N,Y,N
ENSG00000163702,Tier 3B,IL17RC,3,9958758,9975314,1,interleukin 17 receptor C [Source:HGNC Symbol;Acc:18358],0,N,Y,N
ENSG00000163704,Tier 3B,PRRT3,3,9987226,9994078,-1,proline-rich transmembrane protein 3 [Source:HGNC Symbol;Acc:26591],0,N,Y,N
ENSG00000163739,Tier 3B,CXCL1,4,74735110,74736959,1,"chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha) [Source:HGNC Symbol;Acc:4602]",1,N,Y,N
ENSG00000163746,Tier 3B,PLSCR2,3,146109208,146213778,-1,phospholipid scramblase 2 [Source:HGNC Symbol;Acc:16494],0,N,Y,N
ENSG00000163785,Tier 3B,RYK,3,133784147,133969689,-1,receptor-like tyrosine kinase [Source:HGNC Symbol;Acc:10481],0,Y,N,N
ENSG00000163794,Tier 3B,UCN,2,27530268,27531313,-1,urocortin [Source:HGNC Symbol;Acc:12516],3,N,Y,N
ENSG00000163814,Tier 3B,CDCP1,3,45123770,45187914,-1,CUB domain containing protein 1 [Source:HGNC Symbol;Acc:24357],0,N,Y,N
ENSG00000163815,Tier 3B,CLEC3B,3,45043040,45077563,1,"C-type lectin domain family 3, member B [Source:HGNC Symbol;Acc:11891]",0,N,Y,N
ENSG00000163817,Tier 3B,SLC6A20,3,45796942,45838027,-1,"solute carrier family 6 (proline IMINO transporter), member 20 [Source:HGNC Symbol;Acc:30927]",4,Y,N,N
ENSG00000163898,Tier 3B,LIPH,3,185224050,185270401,-1,"lipase, member H [Source:HGNC Symbol;Acc:18483]",0,N,Y,N
ENSG00000163914,Tier 3B,RHO,3,129247483,129254012,1,rhodopsin [Source:HGNC Symbol;Acc:10012],0,Y,Y,N
ENSG00000163975,Tier 3B,MFI2,3,196715492,196756687,-1,antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5 [Source:HGNC Symbol;Acc:7037],0,N,Y,N
ENSG00000163982,Tier 3B,OTOP1,4,4190530,4228616,-1,otopetrin 1 [Source:HGNC Symbol;Acc:19656],0,N,Y,N
ENSG00000164022,Tier 3B,AIMP1,4,107236701,107270383,1,aminoacyl tRNA synthetase complex-interacting multifunctional protein 1 [Source:HGNC Symbol;Acc:10648],0,N,Y,N
ENSG00000164047,Tier 3B,CAMP,3,48264837,48266981,1,cathelicidin antimicrobial peptide [Source:HGNC Symbol;Acc:1472],0,N,Y,N
ENSG00000164076,Tier 3B,CAMKV,3,49895421,49907655,-1,CaM kinase-like vesicle-associated [Source:HGNC Symbol;Acc:28788],3,Y,N,N
ENSG00000164089,Tier 3B,ETNPPL,4,109663196,109684210,-1,ethanolamine-phosphate phospho-lyase [Source:HGNC Symbol;Acc:14404],0,Y,N,N
ENSG00000164099,Tier 3B,PRSS12,4,119201193,119274158,-1,"protease, serine, 12 (neurotrypsin, motopsin) [Source:HGNC Symbol;Acc:9477]",0,Y,Y,N
ENSG00000164104,Tier 3B,HMGB2,4,174252846,174256276,-1,high mobility group box 2 [Source:HGNC Symbol;Acc:5000],0,N,Y,N
ENSG00000164106,Tier 3B,SCRG1,4,174305852,174327531,-1,stimulator of chondrogenesis 1 [Source:HGNC Symbol;Acc:17036],0,N,Y,N
ENSG00000164252,Tier 3B,AGGF1,5,76325076,76361059,1,angiogenic factor with G patch and FHA domains 1 [Source:HGNC Symbol;Acc:24684],0,N,Y,N
ENSG00000164283,Tier 3B,ESM1,5,54273692,54318499,-1,endothelial cell-specific molecule 1 [Source:HGNC Symbol;Acc:3466],0,N,Y,N
ENSG00000164303,Tier 3B,ENPP6,4,185009859,185142383,-1,ectonucleotide pyrophosphatase/phosphodiesterase 6 [Source:HGNC Symbol;Acc:23409],0,N,Y,N
ENSG00000164326,Tier 3B,CARTPT,5,71014990,71016875,1,CART prepropeptide [Source:HGNC Symbol;Acc:24323],0,N,Y,N
ENSG00000164342,Tier 3B,TLR3,4,186990306,187009223,1,toll-like receptor 3 [Source:HGNC Symbol;Acc:11849],0,Y,Y,N
ENSG00000164347,Tier 3B,GFM2,5,74017029,74063196,-1,"G elongation factor, mitochondrial 2 [Source:HGNC Symbol;Acc:29682]",0,N,Y,N
ENSG00000164363,Tier 3B,SLC6A18,5,1225470,1246304,1,"solute carrier family 6 (neutral amino acid transporter), member 18 [Source:HGNC Symbol;Acc:26441]",0,Y,N,N
ENSG00000164404,Tier 3B,GDF9,5,132196873,132202576,-1,growth differentiation factor 9 [Source:HGNC Symbol;Acc:4224],0,N,Y,N
ENSG00000164406,Tier 3B,LEAP2,5,132208014,132210738,1,liver expressed antimicrobial peptide 2 [Source:HGNC Symbol;Acc:29571],0,N,Y,N
ENSG00000164509,Tier 3B,IL31RA,5,55147207,55218678,1,interleukin 31 receptor A [Source:HGNC Symbol;Acc:18969],0,N,Y,N
ENSG00000164604,Tier 3B,GPR85,7,112718386,112727833,-1,G protein-coupled receptor 85 [Source:HGNC Symbol;Acc:4536],0,Y,N,N
ENSG00000164619,Tier 3B,BMPER,7,33944523,34195484,1,BMP binding endothelial regulator [Source:HGNC Symbol;Acc:24154],0,N,Y,N
ENSG00000164626,Tier 3B,KCNK5,6,39156749,39197226,-1,"potassium channel, subfamily K, member 5 [Source:HGNC Symbol;Acc:6280]",0,Y,N,N
ENSG00000164715,Tier 3B,LMTK2,7,97736197,97838945,1,lemur tyrosine kinase 2 [Source:HGNC Symbol;Acc:17880],2,Y,N,N
ENSG00000164749,Tier 3B,HNF4G,8,76320149,76479078,1,"hepatocyte nuclear factor 4, gamma [Source:HGNC Symbol;Acc:5026]",2,Y,N,N
ENSG00000164794,Tier 3B,KCNV1,8,110975874,110988076,-1,"potassium channel, subfamily V, member 1 [Source:HGNC Symbol;Acc:18861]",0,Y,N,N
ENSG00000164816,Tier 3B,DEFA5,8,6912831,6914256,-1,"defensin, alpha 5, Paneth cell-specific [Source:HGNC Symbol;Acc:2764]",0,N,Y,N
ENSG00000164825,Tier 3B,DEFB1,8,6728097,6735544,-1,"defensin, beta 1 [Source:HGNC Symbol;Acc:2766]",0,N,Y,N
ENSG00000164849,Tier 3B,GPR146,7,1084212,1098897,1,G protein-coupled receptor 146 [Source:HGNC Symbol;Acc:21718],1,Y,N,N
ENSG00000164871,Tier 3B,SPAG11B,8,7300206,7321196,-1,sperm associated antigen 11B [Source:HGNC Symbol;Acc:14534],0,N,Y,N
ENSG00000164932,Tier 3B,CTHRC1,8,104383743,104395225,1,collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:18831],0,N,Y,N
ENSG00000165059,Tier 3B,PRKACG,9,71627469,71629039,-1,"protein kinase, cAMP-dependent, catalytic, gamma [Source:HGNC Symbol;Acc:9382]",0,Y,N,N
ENSG00000165072,Tier 3B,MAMDC2,9,72658497,72841886,1,MAM domain containing 2 [Source:HGNC Symbol;Acc:23673],0,N,Y,N
ENSG00000165078,Tier 3B,CPA6,8,68334360,68658620,-1,carboxypeptidase A6 [Source:HGNC Symbol;Acc:17245],0,N,Y,N
ENSG00000165097,Tier 3B,KDM1B,6,18155560,18224084,1,lysine (K)-specific demethylase 1B [Source:HGNC Symbol;Acc:21577],0,Y,N,N
ENSG00000165125,Tier 3B,TRPV6,7,142568956,142583507,-1,"transient receptor potential cation channel, subfamily V, member 6 [Source:HGNC Symbol;Acc:14006]",0,Y,N,N
ENSG00000165197,Tier 3B,FIGF,X,15363713,15402498,-1,c-fos induced growth factor (vascular endothelial growth factor D) [Source:HGNC Symbol;Acc:3708],0,N,Y,N
ENSG00000165238,Tier 3B,WNK2,9,95947198,96082854,1,WNK lysine deficient protein kinase 2 [Source:HGNC Symbol;Acc:14542],0,Y,N,N
ENSG00000165246,Tier 3B,NLGN4Y,Y,16634518,16957530,1,"neuroligin 4, Y-linked [Source:HGNC Symbol;Acc:15529]",0,Y,N,N
ENSG00000165323,Tier 3B,FAT3,11,92085262,92629618,1,FAT atypical cadherin 3 [Source:HGNC Symbol;Acc:23112],1,N,Y,N
ENSG00000165370,Tier 3B,GPR101,X,136112307,136113833,-1,G protein-coupled receptor 101 [Source:HGNC Symbol;Acc:14963],0,Y,Y,N
ENSG00000165457,Tier 3B,FOLR2,11,71927645,71932994,1,folate receptor 2 (fetal) [Source:HGNC Symbol;Acc:3793],0,N,Y,N
ENSG00000165572,Tier 3B,KBTBD6,13,41701705,41706882,-1,kelch repeat and BTB (POZ) domain containing 6 [Source:HGNC Symbol;Acc:25340],0,Y,N,N
ENSG00000165621,Tier 3B,OXGR1,13,97637973,97646984,-1,oxoglutarate (alpha-ketoglutarate) receptor 1 [Source:HGNC Symbol;Acc:4531],0,Y,Y,N
ENSG00000165623,Tier 3B,UCMA,10,13263767,13276334,-1,upper zone of growth plate and cartilage matrix associated [Source:HGNC Symbol;Acc:25205],0,N,Y,N
ENSG00000165675,Tier 3B,ENOX2,X,129757350,130037208,-1,ecto-NOX disulfide-thiol exchanger 2 [Source:HGNC Symbol;Acc:2259],0,N,Y,N
ENSG00000165799,Tier 3B,RNASE7,14,21510385,21512393,1,"ribonuclease, RNase A family, 7 [Source:HGNC Symbol;Acc:19278]",0,N,Y,N
ENSG00000165816,Tier 3B,VWA2,10,115999018,116051272,1,von Willebrand factor A domain containing 2 [Source:HGNC Symbol;Acc:24709],0,N,Y,N
ENSG00000165828,Tier 3B,PRAP1,10,135160650,135166187,1,proline-rich acidic protein 1 [Source:HGNC Symbol;Acc:23304],0,N,Y,N
